Allele,AUC,PCC
DRB1_0101,0.856028080199086,0.7292653899247596
DRB1_0103,0.8888888888888888,0.4127015636572768
DRB1_0301,0.8377471985235375,0.6786210215546191
DRB1_0303,0.8571428571428572,0.30952380952380953
DRB1_0401,0.849396945952451,0.683606287963417
DRB1_0402,0.88,0.7754763931697962
DRB1_0403,0.75,0.6514823280368335
DRB1_0404,0.8655778704054566,0.737359657021608
DRB1_0405,0.8545266327875022,0.7252327756114023
DRB1_0701,0.8954917806555603,0.790880629184051
DRB1_0801,0.9135616438356164,0.7935293382987211
DRB1_0802,0.8576958285509825,0.6972897764793421
DRB1_0901,0.8921055088217904,0.7668968070342899
DRB1_1001,0.9384355892894793,0.841844253983769
DRB1_1101,0.8912984588567154,0.7825015736490674
DRB1_1104,0.8571428571428572,0.8117540630909458
DRB1_1201,0.8789588386235018,0.7434553794716886
DRB1_1301,0.9244658725657025,0.8166256690605483
DRB1_1302,0.8786837913182,0.7554957124958838
DRB1_1454,0.9416089965397925,0.7970633821863778
DRB1_1501,0.8629318468028145,0.7567624620124981
DRB1_1502,0.7777777777777779,0.8116794499134279
DRB1_1602,0.8935688405797102,0.7866608882362537
DRB3_0101,0.9064476278985425,0.7654784385568117
DRB3_0202,0.8982664146476507,0.7330240328313572
DRB3_0301,0.838102808691044,0.6585020474280914
DRB4_0101,0.8238087679756199,0.671793432258454
DRB5_0101,0.8790477291112909,0.7593638145169938
DRB5_0102,1.0,0.9999999999999999
H-2-IAb,0.8125522138680032,0.6240355611386286
H-2-IAd,0.8606334841628959,0.6681660598226347
H-2-IAs,0.7484848484848485,0.5051060388509107
H-2-IAu,0.9583333333333334,0.7248011453748541
H-2-IEd,0.7655172413793103,0.6965602689158658
H-2-IEk,0.9444444444444445,0.7464973841162387
HLA-DPA10103-DPB10201,0.9546054918317692,0.8556695611369008
HLA-DPA10103-DPB10301,0.9237707452839914,0.8251296087558211
HLA-DPA10103-DPB10401,0.9272486772486773,0.8051501274111325
HLA-DPA10103-DPB10402,1.0,0.9549937104572925
HLA-DPA10103-DPB10601,1.0,0.8827507504420671
HLA-DPA10201-DPB10101,0.9252828203104446,0.854008672171513
HLA-DPA10201-DPB10201,0.9070512820512822,0.76376787027944
HLA-DPA10201-DPB10501,0.9237767119277623,0.7762291165892242
HLA-DPA10201-DPB11401,0.9290233614536015,0.8256941270728078
HLA-DPA10301-DPB10402,0.9297917656252394,0.8562168877098101
HLA-DQA10101-DQB10501,0.9367318287772832,0.8342692999839328
HLA-DQA10102-DQB10501,0.8467776355100298,0.6455301052129802
HLA-DQA10102-DQB10502,0.8917857142857142,0.7093340895774785
HLA-DQA10102-DQB10602,0.9071394307643108,0.7956904886341278
HLA-DQA10103-DQB10603,0.8289855072463768,0.6014938295686205
HLA-DQA10104-DQB10503,0.8702742772424018,0.6074007158779843
HLA-DQA10201-DQB10202,0.828743961352657,0.5945401876861875
HLA-DQA10201-DQB10301,0.8964671953857246,0.7026502609372807
HLA-DQA10201-DQB10303,0.9093162569717,0.7824217372875842
HLA-DQA10201-DQB10402,0.9026548672566372,0.7407737789140214
HLA-DQA10301-DQB10301,0.8787878787878788,0.6956613027140734
HLA-DQA10301-DQB10302,0.8540776182881445,0.7212391109240109
HLA-DQA10303-DQB10402,0.8541666666666667,0.5948140093020664
HLA-DQA10401-DQB10402,0.8443876302784166,0.7194589549005569
HLA-DQA10501-DQB10201,0.9134711060084196,0.8215623170152763
HLA-DQA10501-DQB10301,0.9084110159078621,0.79262186121394
HLA-DQA10501-DQB10302,0.8943469785575049,0.7378460029808895
HLA-DQA10501-DQB10303,0.841578947368421,0.6310260027637248
HLA-DQA10501-DQB10402,0.8654166666666667,0.7748223071068525
HLA-DQA10601-DQB10402,0.8667582417582418,0.5823378173389722
AVG,0.8836846969241706,0.7337560222667353
Standard deviations,0.05209146169114003,0.10995501356340548
P-value,0.9999999999999998,0.9999999999999983
